Image,Total_Boxes,Avg_Conf,Japanese_Texts
tr_img_06827,27,0.9143,"レツクス南13西5パーキンク (0.967) | 24日 (0.939) | 60分 (1.000) | 200円 (0.998) | 平日500円/王日祝700円 (0.940) | 入庫後12時間 (0.999) | 最大 (1.000) | 最大料金 (1.000) | 繰返しあり (0.994) | 糸入庫した時点での曜日・祝日を基に最大料金が適用されます (0.965) | 人料金は後精算(出庫時)てす (0.896) | 1駐車の際には0 (0.895) | のフラツプ板が下がっているのを確認の上 (0.930) | 入庫下さい。 (0.985) | ２。出庫。精算の際に (0.935) | 2後進区てのつくり車室大入れe下さし (0.602) | ほ解除されます (0.921) | 沿庫下さい (0.538) | 重後お乗り下さい (0.796) | 氷 正アロパーッ装着車の庭車は・ご遠意下さい (0.770) | ご落意願し進します (0.778) | 札幌警備株式会社 (0.995) | 緊急時の連絡先 (0.995) | 株式会社レックスコーポレーション (0.978) | 運宮芸社 (0.889)"
tr_img_06828,5,0.8983,"カレ一総研公認 (0.939) | 煮込み (0.989) | カレー総研公認 (0.961)"
tr_img_06829,7,0.7295,"四中学受ひよル (0.710) | ひよし雪 (0.543) | 屋 (0.565) | 築幹堂 (0.575)"
tr_img_06830,3,0.9597,"無料体験 (1.000) | レッズン (0.964) | 実施中! (0.915)"
tr_img_06831,10,0.8649,"6番線ののか家 (0.758) | 総武線(名駅停革) (0.892) | 船橋・千葉方面 (0.930)"
tr_img_06832,1,0.7683,"R川乗藤井ビル (0.768)"
tr_img_06833,4,0.8145,"日本橋 (0.955) | 入町 (0.681) | 一丁目 (0.733)"
tr_img_06834,31,0.9305,"JＲ清水駅 (0.892) | マリナート (0.990) | 清水文化会館 (0.907) | JR人I天 (0.865) | 清水站 (0.993) | 人口天 (0.841) | 山 (0.892) | 市役所清水庁舎・清水区役所 (0.995) | 市役所清水庁舍清水区役所 (0.979) | 人己 (0.639) | 人口天却人卜・人口天不 (0.743) | 静鉄新清水駅 (0.989) | 静鉄新清水站 (0.988) | 山人口天 (0.738) | 人天印夫 (0.898)"
tr_img_06835,7,0.8888,"お桜上水 (0.730) | さくらじよつすい (0.902) | 上北沢 (0.976) | 下高井戸 (0.945)"
tr_img_06836,7,0.8771,"やきとり家 (0.993) | すみれ (0.996) | 笑 (1.000)"
tr_img_06837,3,0.9448,"北野 (1.000) | 四丁目 (0.983)"
tr_img_06838,4,0.8564,"5ス0 (0.710) | ブしト (0.842)"
tr_img_06839,2,0.7374,"クリーンパイツ (0.656) | 町部 (0.819)"
tr_img_06840,2,0.9684,"甘酒横丁 (0.964)"
tr_img_06841,2,0.9297,"中の島1条3丁目 (0.933)"
tr_img_06842,4,0.6963,"おを様へ願い (0.625) | 水が流れくくなっております (0.870) | 流れろすで (0.693) | レパーをあげて下すい (0.598)"
tr_img_06843,4,0.9349,"岡部 (0.945) | 中原区 (1.000) | 木月 (1.000)"
tr_img_06844,2,0.9767,"締切 (0.988)"
tr_img_06845,8,0.9010,"中央区 (1.000) | 日本商人沿町丁目 (0.687)"
tr_img_06846,62,0.8730,"Tポイント貯まります。 (0.957) | ご精算は後払い(お帰りの際)です。 (0.968) | 故障。 (0.927) | トラブル時は (1.000) | こちらまでご連絡ください (0.983) | 日i7 (0.711) | 車室番号をご確認ください。 (0.987) | 駐連場路 (0.635) | 札幌南12西6 (0.975) | 使用できません (0.981) | 車案番号と料金を確認し (0.951) | 入力して (0.963) | ださい (0.981) | を押し (0.995) | ので (0.708) | 1精算 (0.764) | アプリのグウンロードはこち (0.901) | 料金をお支払いください (0.999) | サー (0.983) | ビス券/カード (0.896) | 1000紙“ (0.996) | エカードをお持ちのお客様へ (0.926) | コイン (1.000) | 00円 (0.869) | ご精算金額に応じて (0.875) | 1ポイントが (0.995) | 貯まります (0.905) | 一PoiNt (0.729) | の説の並り (0.579) | 緊急連絡先 (0.925) | リパークコー (0.771) | ルセンター (0.930) | て出庫し (0.964) | 駐車場名 (0.967) | リパーク札親南12西6 (0.838) | つリ・領収書ば (0.872) | 下の取出口 (0.997) | から出ます (0.912) | 復払 (0.603) | 法人惠用 (0.905) | マイルが出まのます (0.896) | 圏四 (0.532) | エポイントが好まります (0.949) | 取 (0.503) | 三井のリパ一ク (0.852)"
tr_img_06847,2,0.9183,"美味しさ五ツ星 (0.976) | 北隆新幹線 (0.861)"
tr_img_06848,4,0.8124,"緑ヶ丘みんなの森入口 (0.988) | 仙川駅 (0.967) | 仙0イ (0.609) | 騒線連行図 (0.685)"
tr_img_06849,0,0.0000,""
tr_img_06850,4,0.8108,"賃貸 (0.901) | ø買う (0.534) | マネー比較 (0.914)"
tr_img_06851,3,0.8890,"やおぶし (0.777)"
tr_img_06852,2,0.9035,"対馬 (0.827)"
tr_img_06853,6,0.8237,"12月 (0.879) | おイ木み (0.847)"
tr_img_06854,16,0.9332,"クレジットカードをご利用いただナます (0.983) | の部分に挿入して下さい。 (0.986) | クレジットカード (0.999) | のクレジットカードを使用する場合 (0.948) | に入れて下さい (1.000) | 現金を先 (1.000) | 必す (0.897) | 現金と力一ドを併用する場合、 (0.964)"
tr_img_06855,1,0.8471,"中庫注意 (0.847)"
tr_img_06856,2,0.6879,"キャス (0.791)"
tr_img_06857,2,0.9949,"人形町 (0.990)"
tr_img_06858,2,0.9781,"中の島1条3丁目 (0.960)"
tr_img_06859,4,0.8594,"居酒屋 (0.922) | 太魚 (0.939) | 神理生をし (0.585) | 久 (0.991)"
tr_img_06860,10,0.9722,"北海道立文学館 (0.982) | 姜国神社 (0.865) | 伊夜日子神社 (0.911)"
tr_img_06861,11,0.9261,"鴨々川ななめ通り (0.925) | 鴨鴨川料道 (0.922) | 鴨鴨川斜道 (0.874) | すすきの (0.990) | ヘ人引上 (0.708) | 薄野 (1.000)"
tr_img_06862,2,0.7981,"電動シャッタ (0.834) | 国戸責王施 (0.762)"
tr_img_06863,2,0.7975,"テナントo! (0.603) | さつき通り (0.991)"
tr_img_06864,0,0.0000,""
tr_img_06865,2,0.9694,"中の島条2丁目 (0.977)"
tr_img_06866,4,0.8871,"港松 (0.838)"
tr_img_06867,10,0.9438,"名刹の (0.930) | 永子伏巻 (0.834) | 毎月24日年後1時より (0.969) | 本堂にて合同供養法要厳修 (0.983) | 先祖伏養若事新社 (0.741) | 電話予約司511-5917 (0.990) | 受付毎日午後1時4時 (0.998) | 豊川稲荷別院 (1.000) | 玉宝禅寺祖院: (0.995) | 開創明治31年 (0.998)"
tr_img_06868,24,0.9075,"清水魚市場・河岸の市 (0.965) | 清水亀市均 (0.748) | 河岸市瑤 (0.813) | 。フ人生OII(人メ) (0.638) | 青水テルサ (0.995) | 静図市奈部勤蒡者福祉中心 (0.952) | 清永 (0.989) | 人可天副早人 (0.800) | エスバパルスドリームプラザ (0.917)"
tr_img_06869,1,0.8287,"公園門一432 (0.829)"
tr_img_06870,2,0.7503,"で (0.655)"
tr_img_06871,12,0.9360,"東京都庁 (0.995) | 都営大江戸線都庁前駅 (0.901)"
tr_img_06872,7,0.9869,"ミビョーネ (0.993) | ミビョーナ (0.988) | 未病を治そう! (0.981) | 未病を治す (0.996) | すかながわ宣言協力店! (0.963) | 協力活動 (0.987) | 神奈川県 (1.000)"
tr_img_06873,7,0.8364,"南口剪票口 (0.944) | 南口札 (0.825) | 南口剪票口 (0.978) | 甘番 刑替子 (0.556)"
tr_img_06874,7,0.6286,"静岡市田 (0.620) | 全合巡幼場 (0.533) | 田道1号 (0.876)"
tr_img_06875,10,0.8924,"鷹匠 (1.000) | 栄町 (1.000) | 伝馬町 (1.000) | 鷹匠 (0.991) | 菊町 (0.724) | 俵弖町 (0.651) | 人Hフ卜Ol (0.585)"
tr_img_06876,1,0.5524,"祖日屋 (0.552)"
tr_img_06877,6,0.8822,"中央区 (0.959) | 日奈西町二丁目 (0.572)"
tr_img_06878,25,0.8892,"ななゼラム洗濯機 (0.833) | 洗浄 (1.000) | Aラ710 (0.889) | 泡先浄 (0.863) | 温水 (0.993) | 洗承 (0.673) | 洗濯 (0.977) | 脱水容量 (0.885) | 乾燥容量 (0.993) | 洗剤液を (0.930) | ガンコな汚れも (0.999) | あたためて洗う! (0.982) | 素早く落ちる! (0.995) | 本体 (0.997) | 幅6000 (0.915) | 奥行 (1.000) | サイズ (1.000) | (イメージ図) (0.857) | メ排水ホース含まず (0.841) | (イメーシ図) (0.841)"
tr_img_06879,0,0.0000,""
tr_img_06880,4,0.8704,"三井の (0.982) | リパク (0.790) | 入口はこちら (0.989)"
tr_img_06881,1,0.6184,"日本の画 (0.618)"
tr_img_06882,2,0.9601,"中の島1条3丁目 (0.993)"
tr_img_06883,29,0.9597,"メンズ (1.000) | アクセサリ (1.000) | シューズ (0.997) | アンダーウエア (1.000) | レデイース (0.992) | レディース (0.974) | アクセサリー (0.998) | シューズ (0.995) | キッズ (1.000) | ベビー (0.826) | キッズ90-170cm (0.952)"
tr_img_06884,3,0.6150,"中もトマトの人ふへo. (0.701) | レラューシーは (0.575) | マトひす。ニれセビ (0.569)"
tr_img_06885,10,0.9527,"出口 (0.999) | 出口 (1.000) | 善子 (0.809) | 御幸町 (1.000) | 俵弓町方面 (0.849) | 御幸町 (1.000) | 伝馬町方面 (0.989)"
tr_img_06886,2,0.8428,"世田谷区谷田ふ丁目6番子 (0.692) | 小林 (0.994)"
tr_img_06887,3,0.6963,"スタッフ (0.798) | 藤集 (0.756)"
tr_img_06888,2,0.7988,"中央区 (0.999) | 南4条西の丁 (0.599)"
tr_img_06889,4,0.8972,"中原区 (1.000)"
tr_img_06890,15,0.9199,"井川 (1.000) | 浄斉BP (0.708) | 藤枝 (1.000) | 東静岡駅 (0.999) | 消水駅 (0.833) | ター (0.888)"
tr_img_06891,1,0.7976,"三昧 (0.798)"
tr_img_06892,0,0.0000,""
tr_img_06893,2,0.9150,"中の島1条3丁巨 (0.831)"
tr_img_06894,0,0.0000,""
tr_img_06895,2,0.7344,"や山俊夫 (0.714) | ネ京郡ミ産市北野中-5一4 (0.755)"
tr_img_06896,36,0.9327,"タイムズ南12西6 (0.989) | 月金曜 (0.909) | 土日祝 (0.966) | 当日24時まで (0.985) | 500円 (0.987) | 800円 (0.997) | 60,200円 (0.913) | 60,100円 (0.901) | 60,300円 (0.931) | 60分 (0.880) | X2千円5千円 (0.699) | 1万円札使用でまます (0.981) | 駐車券の約失にはくれくれもで注意下さい。紛失された場合は当社規定の駐車料金をいたださます (0.916) | 入場の方法 (1.000) | 駐車券発行機の前で (0.996) | 停車して休さい。 (0.879) | ボタンを押して (0.972) | 駐車券をお取り (0.995) | 下さい。 (0.843) | ゲートが開き (0.999) | 入場できます。 (0.980) | マクネットなどに近つけないで下さい。 (0.947) | 駐車券は曲けたり磁気(集帯電話 (0.904) | 切責任を負いません (0.997) | 当湖は (0.701) | トラブルの際は、緊急電話にてご連絡下さいā4時間係員が対応します。 (0.935) | ご不明点はこちらまでご連紹下さい (0.968) | タイムズサービス株式会社 (0.951)"
tr_img_06897,16,0.9092,"南口 (1.000) | 大通公園・すすきの方面 (0.995) | 出口 (0.993) | 南出口 (0.999) | 南出口 (0.974) | 墨号 (0.516) | 善丁 (0.757)"
tr_img_06898,3,0.7564,""
tr_img_06899,3,0.9975,"日本橋 (0.996) | 小舟町 (1.000)"
tr_img_06900,1,0.6023,"日電一丁目 (0.602)"
tr_img_06901,5,0.7340,"日本酒 (0.773) | 清水港次郎長シリズ (0.854) | 士 (0.527)"
tr_img_06902,2,0.9967,"日本橋 (0.999)"
tr_img_06903,26,0.8997,"24円 (0.891) | ナピパーク静14È6 (0.798) | 入出庫時は口ツ (0.992) | 板が (1.000) | 下降し (0.915) | とを必ず目視でご確認下きい。 (0.976) | 昼間 (0.960) | 24時間最大料金 (1.000) | 30分毎に (0.950) | 100円 (0.993) | 夜間 (0.999) | 100円 (0.974) | 60分毎に (0.922) | 入庫後２４時間を過ぎると左記料金が加算されます。) (0.980) | ナビパークご利馬コ (0.663) | ロロック版を乗り越ラストンパーまで (0.791) | コN (0.711) | OSARISスターツクル (0.851) | ープ (0.765)"
tr_img_06904,4,0.9195,"日本橋 (0.999) | 人形町 (0.999) | 一丁目 (0.999)"
tr_img_06905,4,0.7062,"ノサイクレショップ (0.815) | 今シフン考ナかたギ服は (0.658) | き.と来年モ者ません (0.846)"
tr_img_06906,9,0.9956,"芝浦 (1.000) | 日本橋 (1.000) | 品川 (0.998) | 銀座 (1.000) | 第一京浜 (1.000)"
tr_img_06907,8,0.9519,"日本橋駅 (1.000)"
tr_img_06908,11,0.7368,"ばんん (0.559) | 貸店舗 (0.918) | ク一トロ一ン申込機 (0.646) | 名不動産 (0.840) | ミトント (0.550) | 0約5分 (0.883) | (8車込みにかか0間) (0.706) | 店 (1.000) | 店 (0.531)"
tr_img_06909,3,0.8227,"産地直送!! (0.938) | 名様 (0.983)"
tr_img_06910,4,0.9975,"東京北 (1.000) | 練馬店 (0.993)"
tr_img_06911,2,0.7197,"23区第水3一13一4 (0.597) | 大潔 (0.843)"
tr_img_06912,4,0.9912,"良雄 (0.989) | 三橋 (0.981) | 三橋土建 (0.996) | 有限会社 (0.999)"
tr_img_06913,0,0.0000,""
tr_img_06914,5,0.9365,"清水合同庁舎 (0.995)"
tr_img_06915,6,0.8553,"酒場 (1.000) | 今王 (0.533) | 立寄り (0.975)"
tr_img_06916,5,0.9221,"三鷹市 (1.000) | 北野四丁目町 (0.660)"
tr_img_06917,1,0.5171,"三店で本を買らたら (0.517)"
tr_img_06918,5,0.7020,"1成27年は (0.732) | 燃費基準十20％達成車 (0.867) | 氏トナス車 (0.614) | 下成 (0.772) | 国重交父道大臣治車 (0.525)"
tr_img_06919,3,0.7755,"プレール日本隅ミ番食 (0.671) | 中央区東日本橋3-516 (0.995)"
tr_img_06920,7,0.9488,"南14西1 (0.774) | くすり (1.000) | 化粧品 (0.989) | 日用品 (0.997) | 月9 (0.927) | ら (0.957) | 南14条店 (0.997)"
tr_img_06921,2,0.7134,"炭火鳥焼 (0.919) | 蔵島 (0.508)"
tr_img_06922,3,0.9213,"南９西 (0.889) | くすり (0.895)"
tr_img_06923,2,0.9593,"江尻東1一5 (0.942)"
tr_img_06924,2,0.9775,"こども (0.984) | 110番 (0.971)"
tr_img_06925,12,0.8762,"登品遺跡 (0.813) | 6Kい (0.759) | 日本平動物園 (0.835)"
tr_img_06926,2,0.9498,"金沢.伊勢志摩･山陰山陽 (0.902) | 東北出張女子旅 (0.998)"
tr_img_06927,0,0.0000,""
tr_img_06928,3,0.9568,"練馬総合体育館前 (0.946)"
tr_img_06929,7,0.8625,"SOTeTSし (0.660) | つてつ (0.546) | 平岸1条2丁目 (0.988)"
tr_img_06930,1,0.7623,"口焼井当 (0.762)"
tr_img_06931,4,0.8187,"や (0.587)"
tr_img_06932,4,0.9910,"中原区 (0.993) | 木月 (0.984) | 1丁目 (0.988)"
tr_img_06933,1,0.9726,"豊平区 (0.973)"
tr_img_06934,2,0.9882,"南13条西14丁目 (0.984)"
tr_img_06935,4,0.8295,"東中 (0.672) | 野 (0.987)"
tr_img_06936,16,0.9133,"小田急線 (1.000) | 小岡急袋 (0.529) | 京王井の頭線 (1.000) | 京王井之斗畿 (0.738) | 出口 (0.997) | (西口) (0.999) | 出口(西口) (0.972) | 香子(知審 善子) (0.723)"
tr_img_06937,7,0.8478,"水道杯 (0.874) | 山区 (1.000) | 人O学日卜人 (0.692) | 食反田橋 (0.848)"
tr_img_06938,1,0.5989,"督ボ18キ (0.599)"
tr_img_06939,8,0.8942,"中央区 (0.999) | 四本橋町丁目ç (0.594)"
tr_img_06940,4,0.8716,"最長 (0.998) | 口 (0.514) | 払い! (0.975)"
tr_img_06941,4,0.9543,"やきにく (0.999) | 焼 (0.843)"
tr_img_06942,0,0.0000,""
tr_img_06943,1,0.5568,"高戸や (0.557)"
tr_img_06944,4,0.7774,"赤りたたみ (0.779)"
tr_img_06945,3,0.8917,"労災 (0.950) | 交通事故 (0.966) | 各種重健康保険取我い (0.759)"
tr_img_06946,4,0.9652,"渡邉美和 (0.971) | こちら (0.999) | 渡邊美咲 (0.907) | 右のポス (0.983)"
tr_img_06947,2,0.8645,"未式会社 (0.954) | メディカャ (0.775)"
tr_img_06948,3,0.9672,"駅長室 (0.903)"
tr_img_06949,1,0.5475,"コに空た (0.547)"
tr_img_06950,6,0.9162,"8両編成 (1.000) | 号車 (0.988) | 弱 (1.000) | 冷房車 (0.996)"
tr_img_06951,31,0.9012,"さつぱろガイド) (0.806) | 北海道神宮 (1.000) | 冥斗0王 (0.586) | 北海道神宮 (0.996) | 円山公園 (0.998) | 圓山公園 (0.953) | 圓山公園 (1.000) | 世下鉄円山公園駅 (0.937) | 地鉄圓山公園站 (0.885) | 地鐵圓山公園站 (0.992) | 円山バスターミナル (0.997) | 田人印山目 (0.673) | ト早O (0.565) | 國山公共汽李冬起站 (0.796) | 圓山巴土總站 (0.923)"
tr_img_06952,6,0.8078,"台林当美 (0.520) | 受付けます (0.537) | 木場店 (0.999) | この先 (0.900) | 洲崎神社前 (0.931)"
tr_img_06953,4,0.7175,"丸ぶ (0.651) | 丸 (0.789) | 楽記念 (0.535) | 別ご奉仕会 (0.895)"
tr_img_06954,17,0.8866,"コーヒー (0.923) | カフェラテ (0.999) | EＶeァy (0.604)"
tr_img_06955,1,0.6273,""
tr_img_06956,3,0.6479,"メま式着ビキなレコスニし (0.546) | 肌走 (0.538) | (谷重) (0.860)"
tr_img_06957,2,0.9723,"南10条西目 (0.945)"
tr_img_06958,2,0.5529,"1-レ-2B0 (0.509) | テイツアウレネまで (0.597)"
tr_img_06959,4,0.9279,"屋外広告物許司 (0.960) | 桜上水 (0.977)"
tr_img_06960,12,0.8187,"川館 (0.556) | つのの (0.548) | 札阪天文合 (0.664) | あけばのリート・コミュニアイゼンタ (0.765)"
tr_img_06961,4,0.9860,"日本橋 (0.990) | 人形町 (0.995) | 二丁目 (0.961)"
tr_img_06962,0,0.0000,""
tr_img_06963,22,0.7810,"レ (0.507) | 一20 (0.625) | 0の00c6 (0.853) | ア (0.527) | ふ (0.976) | セラトボーリア (0.517) | 卜` (0.504) | ル (0.999) | 司 (0.986) | ビ (0.993) | 山岡 (0.915) | ラーメン (0.974) | とんミつ (0.586)"
tr_img_06964,5,0.7830,"と (0.517) | 久松町10-10 (0.921) | 久松小正門前 (0.897)"
tr_img_06965,4,0.8715,"日太橋 (0.836) | 人形町 (0.968) | A-イ (0.688) | 二丁目 (0.994)"
tr_img_06966,10,0.8595,"代々木四丁目 (0.993) | 五新宿案内 (0.593) | APＥス (0.558) | NTT新宿本社ビ州 (0.939) | 東京オ (0.851) | ペラシテ (0.990)"
tr_img_06967,3,0.6691,"お8ま8 (0.521)"
tr_img_06968,2,0.9812,"中の島1条3丁目 (0.963)"
tr_img_06969,11,0.9336,"墨田区内補環バス (0.853) | すみだ百景 (0.990) | すみまるくん (1.000) | きんしちょうえききたぐち (0.933) | 錦系田駅北園 (0.878) | 錦条町站北日 (0.790) | 錦系町站北口 (0.829)"
tr_img_06970,6,0.9002,"とんクつの (0.717) | 出前承り (0.920) | とんかつの (0.919) | デリバリー (0.911) | お持ち帰り専門店 (0.960)"
tr_img_06971,5,0.6670,"元科 (0.647) | 地蔵尊京 (0.704) | 地（蔵（尊前（谷さ) (0.743) | 地蔵尊餅 (0.531) | 松蔵尊煎餅 (0.711)"
tr_img_06972,3,0.7515,"小急バス (0.626) | ゴル練習場前 (0.968)"
tr_img_06973,1,0.5568,"コツモコー (0.557)"
tr_img_06974,0,0.0000,""
tr_img_06975,0,0.0000,""
tr_img_06976,3,0.9126,"手告り惣菜弁当 (0.800) | 電話011-512-3ハ32 (0.962)"
tr_img_06977,11,0.8868,"次世代高画質技術 (0.998) | 入力対応 (0.912) | ハイダイナミックレンジ (0.943) | 030ラン (0.906) | 0s30ライン (0.814) | 対応機種 (0.996) | メソフトウェアアップデートによりしtraHDブルーレイ規格のHDR信号に対応 (0.938)"
tr_img_06978,22,0.9526,"6番線 (1.000) | 新幹線 (1.000) | 名古屋･京都-新大阪方面 (0.932) | ひかり号-こだま号 (0.899) | 7番線 (0.995) | 新横浜・品川・東京方面 (0.916)"
tr_img_06979,5,0.8838,"マARTNE (0.776) | 神奈川 (0.999) | 県宅地建物取引業協会 (0.975) | 全国宅地建物取引業保証協会神奈川本部 (0.995)"
tr_img_06980,4,0.7459,"自転車置場 (0.984) | 四国NA上 (0.536) | オプ通リ歯科医院 (0.854)"
tr_img_06981,4,0.9837,"中原区 (0.999) | 木月 (0.944) | 1丁目 (0.992)"
tr_img_06982,71,0.8953,"三井のリトーク (0.748) | 札幌南 (0.943) | 2西6 (0.998) | 通常料金 (1.000) | 最大料金 (1.000) | 0で利用の際は場内約歌のル (0.883) | ルとマーをまってください (0.633) | 048時間を怒える駐車はで違成ください (0.881) | 600円 (0.999) | 全 (0.764) | 日 (0.998) | CRED町 (0.850) | 後弘 (0.695) | 300円 (0.998) | 60300円 (1.000) | 大料に (0.529) | 月木 (1.000) | 金土日祝は適用ありません。 (0.997) | キヤンペーン中 (0.953) | 100円 (0.972) | 全 (0.868) | 日 (0.999) | 夜間料金が (0.989) | お得です (1.000) | 住まいの売却購入賃貸は (0.993) | リパ一ク (0.944) | 法人専用 (0.921) | 後払 (0.910) | 駐車場用地募集中 (0.985) | ビジネスカード (0.994) | 三井のリリド氏プ (0.651) | 精算サービス (0.949) | 会員募集中!! (0.966) | 土地の有劾活用 (0.989) | 駐車場省理はお任せください。 (0.970) | メリットイ (0.701) | 現金立替不要 (1.000) | 三井不動産リアルテイ札幌株式会社 (0.998) | 経理処理の手間削減! (0.981) | メリット2 (0.959) | メリット3 (0.824) | 月ごとの (1.000) | 播請求! (0.615) | ソンダガー (0.593) | NBMカ-? (0.532) | .AMSeス! (0.599)"
tr_img_06983,4,0.7059,"クリーンビル (0.596) | さっぽらえ肌 (0.589) | カラーメン桜 (0.697)"
tr_img_06984,3,0.9105,"川崎市中原区木月 (0.907) | 高山 (0.998) | 貞一郎 (0.826)"
tr_img_06985,2,0.7852,"ご案内 (0.961)"
tr_img_06986,4,0.8492,""
tr_img_06987,5,0.8724,"宅添橋 (0.998) | 行先 (0.991) | 山01 (0.789) | 山川駅 (1.000) | おま橋 (0.585)"
tr_img_06988,1,0.9998,"休診中 (1.000)"
tr_img_06989,2,0.9321,"江言の賑わい (0.914) | 人形町通り (0.950)"
tr_img_06990,2,0.9406,"中の島１条２丁目 (0.885)"
tr_img_06991,0,0.0000,""
tr_img_06992,2,0.8193,"山0 (0.684) | 酒たばこ (0.955)"
tr_img_06993,7,0.8779,"中央 (0.954) | 日本橋火形町丁目C (0.523)"
tr_img_06994,10,0.9417,"三保 (0.999) | 清水港 (1.000) | へ (0.537)"
tr_img_06995,2,0.8723,"ミツヤ代々木 (0.758)"
tr_img_06996,4,0.8836,"地 (1.000) | 三町駅 (0.838)"
tr_img_06997,0,0.0000,""
tr_img_06998,5,0.8379,"芝五目 (0.607)"
tr_img_06999,6,0.9300,"慣れ親しんだそろばんを再び始めてみませんか？ (0.981) | 随時入会司 (0.992) | 見学-体験随時司能　新規会員募集 (0.922) | 継続講座 (0.999) | 頭の活性化で記憶力を高める (0.973) | 大人の照トしそろげん (0.713)"
tr_img_07000,0,0.0000,""
